Case ID,Activity,Start Timestamp,Complete Timestamp
SUB-0069,Formula Check,2026-02-14 16:52:00,2026-02-14 17:24:00
SUB-0069,Visual / Presentation Review,2026-02-14 17:24:00,2026-02-14 17:33:00
SUB-0069,Feedback Approval,2026-02-14 17:33:00,2026-02-14 17:35:00
SUB-0069,Feedback Returned,2026-02-14 17:35:00,2026-02-14 17:35:00
SUB-0070,Submission Received,2026-02-13 10:18:00,2026-02-13 10:18:00
SUB-0070,Formula Check,2026-02-14 17:19:00,2026-02-14 17:50:00
SUB-0070,Visual / Presentation Review,2026-02-14 17:50:00,2026-02-14 18:00:00
SUB-0070,Feedback Approval,2026-02-14 18:00:00,2026-02-14 18:03:00
SUB-0070,Feedback Returned,2026-02-14 18:03:00,2026-02-14 18:03:00
SUB-0071,Submission Received,2026-02-13 10:45:00,2026-02-13 10:45:00
SUB-0071,Formula Check,2026-02-14 17:40:00,2026-02-14 18:12:00
SUB-0071,Visual / Presentation Review,2026-02-14 18:12:00,2026-02-14 18:21:00
SUB-0071,Feedback Approval,2026-02-14 18:21:00,2026-02-14 18:28:00
SUB-0071,Feedback Returned,2026-02-14 18:28:00,2026-02-14 18:28:00
SUB-0072,Submission Received,2026-02-13 11:08:00,2026-02-13 11:08:00
SUB-0072,Formula Check,2026-02-14 18:19:00,2026-02-14 18:51:00
SUB-0072,Visual / Presentation Review,2026-02-14 18:51:00,2026-02-14 18:55:00
SUB-0072,Feedback Approval,2026-02-14 18:55:00,2026-02-14 18:57:00
SUB-0072,Feedback Returned,2026-02-14 18:57:00,2026-02-14 18:57:00
SUB-0073,Submission Received,2026-02-13 11:30:00,2026-02-13 11:30:00
SUB-0073,Formula Check,2026-02-14 18:36:00,2026-02-14 19:03:00
SUB-0073,Visual / Presentation Review,2026-02-14 19:03:00,2026-02-14 19:09:00
SUB-0073,Feedback Approval,2026-02-14 19:09:00,2026-02-14 19:12:00
SUB-0073,Feedback Returned,2026-02-14 19:12:00,2026-02-14 19:12:00
SUB-0074,Submission Received,2026-02-13 11:53:00,2026-02-13 11:53:00
SUB-0074,Formula Check,2026-02-14 19:08:00,2026-02-14 19:33:00
SUB-0074,Visual / Presentation Review,2026-02-14 19:33:00,2026-02-14 19:38:00
SUB-0074,Feedback Approval,2026-02-14 19:38:00,2026-02-14 19:45:00
SUB-0074,Feedback Returned,2026-02-14 19:45:00,2026-02-14 19:45:00
SUB-0075,Submission Received,2026-02-13 12:12:00,2026-02-13 12:12:00
SUB-0075,Formula Check,2026-02-14 19:39:00,2026-02-14 19:57:00
SUB-0075,Visual / Presentation Review,2026-02-14 19:57:00,2026-02-14 20:01:00
SUB-0075,Feedback Approval,2026-02-14 20:01:00,2026-02-14 20:07:00
SUB-0075,Feedback Returned,2026-02-14 20:07:00,2026-02-14 20:07:00
SUB-0076,Submission Received,2026-02-13 12:33:00,2026-02-13 12:33:00
SUB-0076,Formula Check,2026-02-14 20:02:00,2026-02-14 20:24:00
SUB-0076,Visual / Presentation Review,2026-02-14 20:24:00,2026-02-14 20:34:00
SUB-0076,Feedback Approval,2026-02-14 20:34:00,2026-02-14 20:37:00
SUB-0076,Feedback Returned,2026-02-14 20:37:00,2026-02-14 20:37:00
SUB-0077,Submission Received,2026-02-13 12:55:00,2026-02-13 12:55:00
SUB-0077,Formula Check,2026-02-14 20:37:00,2026-02-14 21:10:00
SUB-0077,Visual / Presentation Review,2026-02-14 21:10:00,2026-02-14 21:19:00
SUB-0077,Feedback Approval,2026-02-14 21:19:00,2026-02-14 21:22:00
SUB-0077,Feedback Returned,2026-02-14 21:22:00,2026-02-14 21:22:00
SUB-0078,Submission Received,2026-02-13 13:18:00,2026-02-13 13:18:00
SUB-0078,Formula Check,2026-02-14 21:01:00,2026-02-14 21:19:00
SUB-0078,Visual / Presentation Review,2026-02-14 21:19:00,2026-02-14 21:29:00
SUB-0078,Feedback Approval,2026-02-14 21:29:00,2026-02-14 21:35:00
SUB-0078,Feedback Returned,2026-02-14 21:35:00,2026-02-14 21:35:00
SUB-0079,Submission Received,2026-02-13 13:42:00,2026-02-13 13:42:00
SUB-0079,Formula Check,2026-02-14 21:36:00,2026-02-14 22:08:00
SUB-0079,Visual / Presentation Review,2026-02-14 22:08:00,2026-02-14 22:12:00
SUB-0079,Feedback Approval,2026-02-14 22:12:00,2026-02-14 22:18:00
SUB-0079,Feedback Returned,2026-02-14 22:18:00,2026-02-14 22:18:00
SUB-0080,Submission Received,2026-02-13 14:02:00,2026-02-13 14:02:00
SUB-0080,Formula Check,2026-02-14 22:04:00,2026-02-14 22:20:00
SUB-0080,Visual / Presentation Review,2026-02-14 22:20:00,2026-02-14 22:26:00
SUB-0080,Feedback Approval,2026-02-14 22:26:00,2026-02-14 22:29:00
SUB-0080,Feedback Returned,2026-02-14 22:29:00,2026-02-14 22:29:00
SUB-0081,Submission Received,2026-02-13 14:21:00,2026-02-13 14:21:00
SUB-0081,Formula Check,2026-02-14 22:30:00,2026-02-14 23:00:00
SUB-0081,Visual / Presentation Review,2026-02-14 23:00:00,2026-02-14 23:05:00
SUB-0081,Feedback Approval,2026-02-14 23:05:00,2026-02-14 23:09:00
SUB-0081,Feedback Returned,2026-02-14 23:09:00,2026-02-14 23:09:00
SUB-0082,Submission Received,2026-02-13 14:44:00,2026-02-13 14:44:00
SUB-0082,Formula Check,2026-02-14 22:48:00,2026-02-14 23:07:00
SUB-0082,Visual / Presentation Review,2026-02-14 23:07:00,2026-02-14 23:15:00
SUB-0082,Feedback Approval,2026-02-14 23:15:00,2026-02-14 23:18:00
SUB-0082,Feedback Returned,2026-02-14 23:18:00,2026-02-14 23:18:00
SUB-0083,Submission Received,2026-02-13 15:05:00,2026-02-13 15:05:00
SUB-0083,Formula Check,2026-02-14 23:19:00,2026-02-14 23:50:00
SUB-0083,Visual / Presentation Review,2026-02-14 23:50:00,2026-02-15 00:00:00
SUB-0083,Feedback Approval,2026-02-15 00:00:00,2026-02-15 00:06:00
SUB-0083,Feedback Returned,2026-02-15 00:06:00,2026-02-15 00:06:00
SUB-0084,Submission Received,2026-02-13 15:34:00,2026-02-13 15:34:00
SUB-0084,Formula Check,2026-02-14 23:44:00,2026-02-15 00:03:00
SUB-0084,Visual / Presentation Review,2026-02-15 00:03:00,2026-02-15 00:11:00
SUB-0084,Feedback Approval,2026-02-15 00:11:00,2026-02-15 00:15:00
SUB-0084,Feedback Returned,2026-02-15 00:15:00,2026-02-15 00:15:00
SUB-0085,Submission Received,2026-02-13 15:54:00,2026-02-13 15:54:00
SUB-0085,Formula Check,2026-02-15 00:19:00,2026-02-15 00:42:00
SUB-0085,Visual / Presentation Review,2026-02-15 00:42:00,2026-02-15 00:50:00
SUB-0085,Feedback Approval,2026-02-15 00:50:00,2026-02-15 00:56:00
SUB-0085,Feedback Returned,2026-02-15 00:56:00,2026-02-15 00:56:00
SUB-0086,Submission Received,2026-02-13 16:10:00,2026-02-13 16:10:00
SUB-0086,Formula Check,2026-02-15 00:52:00,2026-02-15 01:10:00
SUB-0086,Visual / Presentation Review,2026-02-15 01:10:00,2026-02-15 01:18:00
SUB-0086,Feedback Approval,2026-02-15 01:18:00,2026-02-15 01:24:00
SUB-0086,Feedback Returned,2026-02-15 01:24:00,2026-02-15 01:24:00
SUB-0087,Submission Received,2026-02-13 16:37:00,2026-02-13 16:37:00
SUB-0087,Formula Check,2026-02-15 01:15:00,2026-02-15 01:40:00
SUB-0087,Visual / Presentation Review,2026-02-15 01:40:00,2026-02-15 01:45:00
SUB-0087,Feedback Approval,2026-02-15 01:45:00,2026-02-15 01:48:00
SUB-0087,Feedback Returned,2026-02-15 01:48:00,2026-02-15 01:48:00
SUB-0088,Submission Received,2026-02-13 16:57:00,2026-02-13 16:57:00
SUB-0088,Formula Check,2026-02-15 01:37:00,2026-02-15 01:56:00
SUB-0088,Visual / Presentation Review,2026-02-15 01:56:00,2026-02-15 02:05:00
SUB-0088,Feedback Approval,2026-02-15 02:05:00,2026-02-15 02:08:00
SUB-0088,Feedback Returned,2026-02-15 02:08:00,2026-02-15 02:08:00
SUB-0089,Submission Received,2026-02-13 17:23:00,2026-02-13 17:23:00
SUB-0089,Formula Check,2026-02-15 02:14:00,2026-02-15 02:40:00
SUB-0089,Visual / Presentation Review,2026-02-15 02:40:00,2026-02-15 02:47:00
SUB-0089,Feedback Approval,2026-02-15 02:47:00,2026-02-15 02:49:00
SUB-0089,Feedback Returned,2026-02-15 02:49:00,2026-02-15 02:49:00
SUB-0090,Submission Received,2026-02-13 17:40:00,2026-02-13 17:40:00
SUB-0090,Formula Check,2026-02-15 02:40:00,2026-02-15 02:58:00
SUB-0090,Visual / Presentation Review,2026-02-15 02:58:00,2026-02-15 03:07:00
SUB-0090,Feedback Approval,2026-02-15 03:07:00,2026-02-15 03:13:00
SUB-0090,Feedback Returned,2026-02-15 03:13:00,2026-02-15 03:13:00
SUB-0091,Submission Received,2026-02-13 18:01:00,2026-02-13 18:01:00
SUB-0091,Formula Check,2026-02-15 03:08:00,2026-02-15 03:24:00
SUB-0091,Visual / Presentation Review,2026-02-15 03:24:00,2026-02-15 03:34:00
SUB-0091,Feedback Approval,2026-02-15 03:34:00,2026-02-15 03:41:00
SUB-0091,Feedback Returned,2026-02-15 03:41:00,2026-02-15 03:41:00
SUB-0092,Submission Received,2026-02-13 18:30:00,2026-02-13 18:30:00
SUB-0092,Formula Check,2026-02-15 03:39:00,2026-02-15 04:01:00
SUB-0092,Visual / Presentation Review,2026-02-15 04:01:00,2026-02-15 04:09:00
SUB-0092,Feedback Approval,2026-02-15 04:09:00,2026-02-15 04:13:00
SUB-0092,Feedback Returned,2026-02-15 04:13:00,2026-02-15 04:13:00
SUB-0093,Submission Received,2026-02-13 18:51:00,2026-02-13 18:51:00
SUB-0093,Formula Check,2026-02-15 04:04:00,2026-02-15 04:21:00
SUB-0093,Visual / Presentation Review,2026-02-15 04:21:00,2026-02-15 04:29:00
SUB-0093,Feedback Approval,2026-02-15 04:29:00,2026-02-15 04:34:00
SUB-0093,Feedback Returned,2026-02-15 04:34:00,2026-02-15 04:34:00
SUB-0094,Submission Received,2026-02-13 19:06:00,2026-02-13 19:06:00
SUB-0094,Formula Check,2026-02-15 04:33:00,2026-02-15 04:53:00
SUB-0094,Visual / Presentation Review,2026-02-15 04:53:00,2026-02-15 05:00:00
SUB-0094,Feedback Approval,2026-02-15 05:00:00,2026-02-15 05:07:00
SUB-0094,Feedback Returned,2026-02-15 05:07:00,2026-02-15 05:07:00
SUB-0095,Submission Received,2026-02-13 19:34:00,2026-02-13 19:34:00
SUB-0095,Formula Check,2026-02-15 04:59:00,2026-02-15 05:25:00
SUB-0095,Visual / Presentation Review,2026-02-15 05:25:00,2026-02-15 05:30:00
SUB-0095,Feedback Approval,2026-02-15 05:30:00,2026-02-15 05:34:00
SUB-0095,Feedback Returned,2026-02-15 05:34:00,2026-02-15 05:34:00
SUB-0096,Submission Received,2026-02-13 19:52:00,2026-02-13 19:52:00
SUB-0096,Formula Check,2026-02-15 05:24:00,2026-02-15 05:58:00
SUB-0096,Visual / Presentation Review,2026-02-15 05:58:00,2026-02-15 06:02:00
SUB-0096,Feedback Approval,2026-02-15 06:02:00,2026-02-15 06:04:00
SUB-0096,Feedback Returned,2026-02-15 06:04:00,2026-02-15 06:04:00
SUB-0097,Submission Received,2026-02-13 20:19:00,2026-02-13 20:19:00
SUB-0097,Formula Check,2026-02-15 05:55:00,2026-02-15 06:23:00
SUB-0097,Visual / Presentation Review,2026-02-15 06:23:00,2026-02-15 06:30:00
SUB-0097,Feedback Approval,2026-02-15 06:30:00,2026-02-15 06:34:00
SUB-0097,Feedback Returned,2026-02-15 06:34:00,2026-02-15 06:34:00
SUB-0098,Submission Received,2026-02-13 20:34:00,2026-02-13 20:34:00
SUB-0098,Formula Check,2026-02-15 06:20:00,2026-02-15 06:34:00
SUB-0098,Visual / Presentation Review,2026-02-15 06:34:00,2026-02-15 06:42:00
SUB-0098,Feedback Approval,2026-02-15 06:42:00,2026-02-15 06:44:00
SUB-0098,Feedback Returned,2026-02-15 06:44:00,2026-02-15 06:44:00
SUB-0099,Submission Received,2026-02-13 21:04:00,2026-02-13 21:04:00
SUB-0099,Formula Check,2026-02-15 06:56:00,2026-02-15 07:26:00
SUB-0099,Visual / Presentation Review,2026-02-15 07:26:00,2026-02-15 07:32:00
SUB-0099,Feedback Approval,2026-02-15 07:32:00,2026-02-15 07:39:00
SUB-0099,Feedback Returned,2026-02-15 07:39:00,2026-02-15 07:39:00
SUB-0100,Submission Received,2026-02-13 21:24:00,2026-02-13 21:24:00
SUB-0100,Formula Check,2026-02-15 07:14:00,2026-02-15 07:35:00
SUB-0100,Visual / Presentation Review,2026-02-15 07:35:00,2026-02-15 07:42:00
SUB-0100,Feedback Approval,2026-02-15 07:42:00,2026-02-15 07:46:00
SUB-0100,Feedback Returned,2026-02-15 07:46:00,2026-02-15 07:46:00
SUB-0101,Submission Received,2026-02-13 21:48:00,2026-02-13 21:48:00
SUB-0101,Formula Check,2026-02-15 07:47:00,2026-02-15 08:04:00
SUB-0101,Visual / Presentation Review,2026-02-15 08:04:00,2026-02-15 08:13:00
SUB-0101,Feedback Approval,2026-02-15 08:13:00,2026-02-15 08:20:00
SUB-0101,Feedback Returned,2026-02-15 08:20:00,2026-02-15 08:20:00
SUB-0102,Submission Received,2026-02-13 22:05:00,2026-02-13 22:05:00
SUB-0102,Formula Check,2026-02-15 08:10:00,2026-02-15 08:38:00
SUB-0102,Visual / Presentation Review,2026-02-15 08:38:00,2026-02-15 08:46:00
SUB-0102,Feedback Approval,2026-02-15 08:46:00,2026-02-15 08:51:00
SUB-0102,Feedback Returned,2026-02-15 08:51:00,2026-02-15 08:51:00
SUB-0103,Submission Received,2026-02-13 22:27:00,2026-02-13 22:27:00
SUB-0103,Formula Check,2026-02-15 08:43:00,2026-02-15 09:06:00
SUB-0103,Visual / Presentation Review,2026-02-15 09:06:00,2026-02-15 09:13:00
SUB-0103,Feedback Approval,2026-02-15 09:13:00,2026-02-15 09:18:00
SUB-0103,Feedback Returned,2026-02-15 09:18:00,2026-02-15 09:18:00
SUB-0104,Submission Received,2026-02-13 22:50:00,2026-02-13 22:50:00
SUB-0104,Formula Check,2026-02-15 09:10:00,2026-02-15 09:24:00
SUB-0104,Visual / Presentation Review,2026-02-15 09:24:00,2026-02-15 09:30:00
SUB-0104,Feedback Approval,2026-02-15 09:30:00,2026-02-15 09:36:00
SUB-0104,Feedback Returned,2026-02-15 09:36:00,2026-02-15 09:36:00
SUB-0105,Submission Received,2026-02-13 23:13:00,2026-02-13 23:13:00
SUB-0105,Formula Check,2026-02-15 09:35:00,2026-02-15 10:09:00
SUB-0105,Visual / Presentation Review,2026-02-15 10:09:00,2026-02-15 10:13:00
SUB-0105,Feedback Approval,2026-02-15 10:13:00,2026-02-15 10:18:00
SUB-0105,Feedback Returned,2026-02-15 10:18:00,2026-02-15 10:18:00
SUB-0106,Submission Received,2026-02-13 23:36:00,2026-02-13 23:36:00
SUB-0106,Formula Check,2026-02-15 10:08:00,2026-02-15 10:32:00
SUB-0106,Visual / Presentation Review,2026-02-15 10:32:00,2026-02-15 10:41:00
SUB-0106,Feedback Approval,2026-02-15 10:41:00,2026-02-15 10:44:00
SUB-0106,Feedback Returned,2026-02-15 10:44:00,2026-02-15 10:44:00
SUB-0107,Submission Received,2026-02-13 23:52:00,2026-02-13 23:52:00
SUB-0107,Formula Check,2026-02-15 10:39:00,2026-02-15 11:00:00
SUB-0107,Visual / Presentation Review,2026-02-15 11:00:00,2026-02-15 11:05:00
SUB-0107,Feedback Approval,2026-02-15 11:05:00,2026-02-15 11:10:00
SUB-0107,Feedback Returned,2026-02-15 11:10:00,2026-02-15 11:10:00
SUB-0108,Submission Received,2026-02-14 00:18:00,2026-02-14 00:18:00
SUB-0108,Formula Check,2026-02-15 10:58:00,2026-02-15 11:15:00
SUB-0108,Visual / Presentation Review,2026-02-15 11:15:00,2026-02-15 11:21:00
SUB-0108,Feedback Approval,2026-02-15 11:21:00,2026-02-15 11:27:00
SUB-0108,Feedback Returned,2026-02-15 11:27:00,2026-02-15 11:27:00
SUB-0109,Submission Received,2026-02-14 00:39:00,2026-02-14 00:39:00
SUB-0109,Formula Check,2026-02-15 11:34:00,2026-02-15 11:52:00
SUB-0109,Visual / Presentation Review,2026-02-15 11:52:00,2026-02-15 11:58:00
SUB-0109,Feedback Approval,2026-02-15 11:58:00,2026-02-15 12:04:00
SUB-0109,Feedback Returned,2026-02-15 12:04:00,2026-02-15 12:04:00
SUB-0110,Submission Received,2026-02-14 01:04:00,2026-02-14 01:04:00
SUB-0110,Formula Check,2026-02-15 11:52:00,2026-02-15 12:24:00
SUB-0110,Visual / Presentation Review,2026-02-15 12:24:00,2026-02-15 12:34:00
SUB-0110,Feedback Approval,2026-02-15 12:34:00,2026-02-15 12:41:00
SUB-0110,Feedback Returned,2026-02-15 12:41:00,2026-02-15 12:41:00
SUB-0111,Submission Received,2026-02-14 01:28:00,2026-02-14 01:28:00
SUB-0111,Formula Check,2026-02-15 12:20:00,2026-02-15 12:54:00
SUB-0111,Visual / Presentation Review,2026-02-15 12:54:00,2026-02-15 13:04:00
SUB-0111,Feedback Approval,2026-02-15 13:04:00,2026-02-15 13:11:00
SUB-0111,Feedback Returned,2026-02-15 13:11:00,2026-02-15 13:11:00
SUB-0112,Submission Received,2026-02-14 01:48:00,2026-02-14 01:48:00
SUB-0112,Formula Check,2026-02-15 12:49:00,2026-02-15 13:13:00
SUB-0112,Visual / Presentation Review,2026-02-15 13:13:00,2026-02-15 13:18:00
SUB-0112,Feedback Approval,2026-02-15 13:18:00,2026-02-15 13:21:00
SUB-0112,Feedback Returned,2026-02-15 13:21:00,2026-02-15 13:21:00
SUB-0113,Submission Received,2026-02-14 02:04:00,2026-02-14 02:04:00
SUB-0113,Formula Check,2026-02-15 13:18:00,2026-02-15 13:39:00
SUB-0113,Visual / Presentation Review,2026-02-15 13:39:00,2026-02-15 13:44:00
SUB-0113,Feedback Approval,2026-02-15 13:44:00,2026-02-15 13:51:00
SUB-0113,Feedback Returned,2026-02-15 13:51:00,2026-02-15 13:51:00
SUB-0114,Submission Received,2026-02-14 02:29:00,2026-02-14 02:29:00
SUB-0114,Formula Check,2026-02-15 13:52:00,2026-02-15 14:17:00
SUB-0114,Visual / Presentation Review,2026-02-15 14:17:00,2026-02-15 14:25:00
SUB-0114,Feedback Approval,2026-02-15 14:25:00,2026-02-15 14:32:00
SUB-0114,Feedback Returned,2026-02-15 14:32:00,2026-02-15 14:32:00
SUB-0115,Submission Received,2026-02-14 02:51:00,2026-02-14 02:51:00
SUB-0115,Formula Check,2026-02-15 14:19:00,2026-02-15 14:34:00
SUB-0115,Visual / Presentation Review,2026-02-15 14:34:00,2026-02-15 14:40:00
SUB-0115,Feedback Approval,2026-02-15 14:40:00,2026-02-15 14:43:00
SUB-0115,Feedback Returned,2026-02-15 14:43:00,2026-02-15 14:43:00
SUB-0116,Submission Received,2026-02-14 03:18:00,2026-02-14 03:18:00
SUB-0116,Formula Check,2026-02-15 14:47:00,2026-02-15 15:15:00
SUB-0116,Visual / Presentation Review,2026-02-15 15:15:00,2026-02-15 15:19:00
SUB-0116,Feedback Approval,2026-02-15 15:19:00,2026-02-15 15:25:00
SUB-0116,Feedback Returned,2026-02-15 15:25:00,2026-02-15 15:25:00
SUB-0117,Submission Received,2026-02-14 03:39:00,2026-02-14 03:39:00
SUB-0117,Formula Check,2026-02-15 15:13:00,2026-02-15 15:44:00
SUB-0117,Visual / Presentation Review,2026-02-15 15:44:00,2026-02-15 15:53:00
SUB-0117,Feedback Approval,2026-02-15 15:53:00,2026-02-15 15:55:00
SUB-0117,Feedback Returned,2026-02-15 15:55:00,2026-02-15 15:55:00
SUB-0118,Submission Received,2026-02-14 03:54:00,2026-02-14 03:54:00
SUB-0118,Formula Check,2026-02-15 15:42:00,2026-02-15 15:58:00
SUB-0118,Visual / Presentation Review,2026-02-15 15:58:00,2026-02-15 16:06:00
SUB-0118,Feedback Approval,2026-02-15 16:06:00,2026-02-15 16:12:00
SUB-0118,Feedback Returned,2026-02-15 16:12:00,2026-02-15 16:12:00
SUB-0119,Submission Received,2026-02-14 04:19:00,2026-02-14 04:19:00
SUB-0119,Formula Check,2026-02-15 16:15:00,2026-02-15 16:47:00
SUB-0119,Visual / Presentation Review,2026-02-15 16:47:00,2026-02-15 16:53:00
SUB-0119,Feedback Approval,2026-02-15 16:53:00,2026-02-15 16:57:00
SUB-0119,Feedback Returned,2026-02-15 16:57:00,2026-02-15 16:57:00
SUB-0120,Submission Received,2026-02-14 04:40:00,2026-02-14 04:40:00
SUB-0120,Formula Check,2026-02-15 16:37:00,2026-02-15 16:55:00
SUB-0120,Visual / Presentation Review,2026-02-15 16:55:00,2026-02-15 17:02:00
SUB-0120,Feedback Approval,2026-02-15 17:02:00,2026-02-15 17:09:00
SUB-0120,Feedback Returned,2026-02-15 17:09:00,2026-02-15 17:09:00
